,doctor_id,name,dep_name,gender,type,phone,salary
118,158303,Maxine,Hematology,male,nurse,17522059980,10000
119,155180,Flower-Like,Stomatology,male,nurse,13110867757,6000
120,198492,Jason,Orthopedics,female,nurse,13663111287,5000
121,138772,Sterling,Respiratory Medicine,female,doctor,13623111484,31000
122,196765,Polly,Endocrinology,male,nurse,17585598448,8000
123,152610,Fairy,Respiratory Medicine,female,nurse,13638876251,8000
124,196794,Daley,Cardiology,female,doctor,13931059608,47000
125,126929,Herdsman,Neurosurgery,male,doctor,18370686868,33000
126,172760,Vanessa,Hematology,male,nurse,13816866367,6000
127,139634,Talia,Infection,female,doctor,18780351930,42000
128,121617,Trixie,Hematology,male,doctor,13652363067,17000
129,105236,Rosalie,Gynecology,female,nurse,13828457245,6000
130,166607,Ernestine,Gynecology,female,nurse,13641060516,10000
131,155329,Fannie,Orthopedics,male,doctor,13629949991,20000
132,115103,Bianca,Gastroenterology,female,doctor,13904407808,49000
133,115846,Eighth,Urologic,female,doctor,18812935403,28000
134,143007,Earth,Gastroenterology,male,doctor,13969419928,22000
135,181804,Renee,Cardiology,female,doctor,13656656173,22000
136,190196,Caretaker,Gynecology,female,doctor,13877555548,18000
137,103682,Nora,Neurosurgery,male,nurse,17575120961,8000
138,118429,Gerard,Endocrinology,female,doctor,13994257890,21000
139,154225,Holy,Cardiology,male,nurse,19091193591,6000
140,134655,Rolf,Urologic,female,nurse,19024241042,7000
141,101946,Gaye,Dermatology,female,doctor,17592384240,27000
142,151205,Beauty,Dermatology,male,doctor,13844568637,35000
143,139460,Drake,Otolaryngolog,male,nurse,19045703020,10000
144,155963,Sebastian,Urologic,female,doctor,13831379623,30000
145,176538,Ferdinand,General Surgery,female,doctor,19063803795,31000
146,146537,Light,Obstetrics,female,nurse,17625302744,9000
147,156485,Leonard,General Surgery,male,doctor,13812502944,45000
148,155662,Female,Urologic,male,nurse,18713158848,8000
149,114578,Awe-Inspiring,Stomatology,male,doctor,18755300722,15000
150,192079,Eve,Endocrinology,female,doctor,17554526757,21000
151,142889,Kenyon,Hepatological Surgery,male,nurse,18802732994,9000
152,168181,Wilda,Neurosurgery,male,nurse,13857841976,5000
153,177651,Elmer,Respiratory Medicine,female,doctor,13159714854,42000
154,133768,Guy,Pediatrics,female,doctor,17511860821,45000
155,128460,Pure,Gynecology,male,nurse,18313229158,5000
156,104361,Flame,Infection,female,doctor,19085805924,21000
157,166414,Harris,Respiratory Medicine,female,nurse,18325874180,9000
158,131263,Driscoll,Burns,male,doctor,13686157978,46000
159,135184,Dudley,Stomatology,female,doctor,17698494883,22000
160,157273,Winifred,Stomatology,male,nurse,18817286990,8000
161,171654,Blessed,Hematology,male,nurse,17645943546,5000
162,135062,Harlan,Infection,female,doctor,13942923031,45000
163,149500,Island,Neurosurgery,female,nurse,13122961980,8000
164,128191,Maia,Endocrinology,female,nurse,19060439999,5000
165,169038,Deborah,Gynecology,female,nurse,13972694851,8000
166,124316,Farmer,Neurology,female,doctor,18399681955,14000
167,102487,Udolf,Urologic,female,nurse,19010665480,7000
168,164019,Flourishing,Burns,male,doctor,19039499990,50000
169,188040,Farrell,Obstetrics,male,doctor,18824379627,28000
170,139877,Dominica,Otolaryngolog,female,doctor,17552359630,46000
171,134327,Kenneth,Gynecology,female,doctor,18724793837,36000
172,109559,Desired,Gastroenterology,male,nurse,18899769303,8000
173,108808,Immortal,Respiratory Medicine,male,doctor,18706171993,32000
174,167101,Ann,Urinary Surgery,male,doctor,13602577166,43000
175,128481,Udele,Gastroenterology,female,nurse,18709967518,8000
176,185249,Elvis,Gynecology,male,doctor,13818396890,38000
177,107876,Elvira,Pediatrics,male,nurse,13605154286,5000
178,122669,Lane,Hepatological Surgery,male,doctor,13140215822,49000
179,171245,Milburn,Orthopedics,female,doctor,18863622781,23000
180,103931,Lucas,Dermatology,male,nurse,18311560980,9000
181,193772,Lacey,Burns,male,nurse,18335991861,6000
182,158658,Kevin,Urinary Surgery,female,doctor,17522668697,12000
183,122558,Richard,Infection,female,nurse,18736569552,10000
184,178768,Spirited,Dermatology,female,doctor,13827911656,21000
185,119625,Mary,Gynecology,male,doctor,19001274661,18000
186,174117,Jasmine,Gynecology,female,nurse,18708138983,5000
187,100921,Strong,Endocrinology,female,doctor,18727568379,23000
188,125224,Jeremy,Hepatological Surgery,male,doctor,13693123583,32000
189,174212,Lorena,Cardiology,male,nurse,18897458197,10000
190,193120,Sean,Endocrinology,male,doctor,18800677710,23000
191,177001,Miranda,Urinary Surgery,male,doctor,18738048497,45000
192,196012,Naomi,Orthopedics,male,nurse,18307115315,8000
193,119851,Jeremiah,Obstetrics,male,nurse,13946533829,6000
194,112534,Valiant,Dermatology,male,doctor,17540491009,16000
195,100188,Hanley,Gastroenterology,female,nurse,13843845484,9000
196,169239,Amber,Urologic,male,doctor,19054946864,17000
197,133301,Emmanuel,Otolaryngolog,female,doctor,13815715267,39000
198,131712,Nobleman,Respiratory Medicine,female,nurse,13999260223,6000
199,153656,Primrose,Neurology,male,nurse,17661637566,8000
200,159989,Lolita,Urologic,male,doctor,18713727073,19000
201,132637,Morgan,Infection,male,nurse,17516051338,8000
202,196138,Moorish,Neurology,male,doctor,18312363355,39000
203,158962,Kathy,Urinary Surgery,male,doctor,13903216885,12000
204,154897,Travers,Otolaryngolog,female,nurse,13812307090,6000
205,105772,Hugo,Dermatology,male,doctor,13145523545,11000
206,195940,Bonnie,General Surgery,male,nurse,18717773390,8000
207,165320,Phoebe,Hematology,male,nurse,13187937334,10000
208,106205,Kathleen,Hepatological Surgery,male,nurse,13983492776,7000
209,177520,Ada,Infection,male,doctor,18866869248,22000
210,135296,Luna,Neurosurgery,male,nurse,17600561584,6000
211,166163,Conqueror,Stomatology,female,doctor,19084870321,45000
212,164804,Delmar,Dermatology,female,doctor,18845403721,41000
213,118195,Wealthy,Orthopedics,male,nurse,18829245534,6000
214,190646,Kurt,Burns,female,doctor,19092286865,26000
215,197630,Ramona,Urinary Surgery,female,nurse,13123990547,6000
216,181640,Fedora,Cardiology,male,doctor,18340604554,38000
217,188675,Angelica,Neurology,female,doctor,18814232543,21000
218,109733,Sheridan,Urologic,male,doctor,17623435553,48000
219,142150,Holly,Pediatrics,female,doctor,18766612587,50000
220,112120,Ian,Stomatology,female,nurse,18843139346,10000
221,185729,Hortense,Urinary Surgery,male,doctor,13968726345,19000
222,156594,Lyndon,Respiratory Medicine,male,doctor,13159396948,27000
223,114964,Lee,Endocrinology,female,doctor,18816389581,14000
224,105592,Grey,Urinary Surgery,male,doctor,18733460099,36000
225,164539,Kendrick,Gastroenterology,male,nurse,18838110465,7000
226,110534,Trix,Endocrinology,male,nurse,17657826164,7000
227,104657,Irene,Neurology,male,nurse,17560366378,9000
228,151586,Leon,Cardiology,male,doctor,18837582067,49000
229,154103,Doris,Hepatological Surgery,female,doctor,13128657130,27000
230,107495,Commander,Gastroenterology,female,nurse,18306425831,9000
231,147805,Jeffrey,Neurosurgery,female,doctor,13634496430,29000
232,170853,Neal,Dermatology,male,nurse,18305220966,6000
233,179281,Paul,Pediatrics,male,nurse,17681942703,5000
234,180438,Natalie,Dermatology,female,nurse,17620804615,8000
235,146264,Trista,Dermatology,female,nurse,13806885228,6000
236,145176,Evan,Stomatology,male,nurse,18381109768,10000
237,150386,Sabrina,Endocrinology,female,nurse,19042957721,6000
238,136102,Judy,Gastroenterology,female,doctor,13127947897,49000
239,191271,Diane,Cardiology,female,nurse,13696040820,7000
240,178287,Roswell,Orthopedics,male,doctor,13689015724,33000
241,148100,Small,Pediatrics,female,doctor,13686775192,32000
242,143016,Archer,Pediatrics,female,doctor,19054666370,49000
243,172229,Phineas,Obstetrics,male,doctor,19073601385,23000
244,118702,Laura,Urologic,male,doctor,18825067762,46000
245,192800,Emily,General Surgery,female,doctor,13626948731,20000
246,142864,Melanie,Urinary Surgery,female,doctor,18338779247,14000
247,169924,Eloise,Hepatological Surgery,female,nurse,19033550888,8000
248,188015,Rowena,Endocrinology,male,nurse,13150003226,9000
249,154036,Virginia,Obstetrics,male,nurse,17637030372,10000
250,133948,Linette,Neurology,female,nurse,13835737878,9000
251,172618,Fiery,Stomatology,male,doctor,18760199619,12000
252,112606,Zelda,Neurosurgery,female,doctor,18759701931,12000
253,155786,Lilah,Gastroenterology,male,doctor,17527174872,34000
254,142373,Amaryllis,Neurology,female,nurse,18793499116,10000
255,133982,Quenby,Hematology,female,doctor,18761223101,11000
256,157000,Red,Stomatology,male,doctor,13675504942,40000
257,161760,Jonathan,Burns,male,doctor,19080295799,18000
258,196395,Sinclair,Gastroenterology,male,nurse,13919740268,6000
259,196076,Edeline,General Surgery,female,doctor,13663832816,40000
260,186044,Darrel,Neurology,female,doctor,13905891354,24000
261,177106,Theodore,Dermatology,male,doctor,17664436648,19000
262,193246,Edgar,Stomatology,female,nurse,13846637531,8000
263,166720,Ingrid,Stomatology,male,doctor,18384875036,25000
264,139158,Admirable,Stomatology,male,doctor,18398278460,36000
265,136478,Thomasina,Cardiology,male,doctor,18724458926,37000
266,129106,Edana,Dermatology,male,doctor,18754020512,39000
267,126629,Sirena,Otolaryngolog,female,nurse,13905856672,8000
268,122219,Ward,Infection,male,nurse,13643136522,9000
269,138702,Ruth,Hepatological Surgery,female,doctor,19087981084,48000
270,108442,Judith,Respiratory Medicine,male,doctor,13982253799,24000
271,139223,Landry,Pediatrics,female,nurse,13694119233,6000
272,132075,Irving,Otolaryngolog,male,nurse,18739848468,5000
273,155208,Harold,Infection,male,nurse,18709686875,9000
274,176626,Eugene,Pediatrics,female,nurse,17697090084,5000
275,121095,Gift-Brave,Gastroenterology,male,doctor,13183311312,11000
276,182544,Joey,Cardiology,female,doctor,17589991092,44000
277,147937,Bess,Infection,male,nurse,13608915521,5000
278,130293,Ellery,Neurosurgery,male,doctor,18893008756,34000
279,186522,Frida,Obstetrics,male,nurse,18835408650,7000
280,171999,Finbar,Hematology,female,nurse,13688059837,6000
281,175602,Emeline,Obstetrics,female,doctor,17681144540,15000
282,166772,Bella,Pediatrics,female,nurse,13945312201,9000
283,197948,Vania,Hematology,female,nurse,18778338935,9000
284,147061,Matthew,Hematology,female,nurse,18899522515,7000
285,182393,Gardener,Dermatology,female,nurse,17555403223,5000
286,175311,Youthful,Cardiology,female,nurse,13907825420,6000
287,159122,Dragon,Obstetrics,male,doctor,18354138316,25000
288,157540,Cunning,General Surgery,female,doctor,17589606125,14000
289,162118,Deirdre,Obstetrics,female,nurse,17529847348,6000
290,193824,Salena,Hematology,male,doctor,17681560708,22000
291,133789,Alarice,Stomatology,female,doctor,13955278022,31000
292,152554,Lea,Infection,male,nurse,18856378228,8000
293,100883,Truman,Burns,male,nurse,18328594752,10000
294,163893,Mighty,Urologic,male,doctor,19012623646,14000
295,114230,Just,Neurosurgery,male,nurse,18728867898,6000
296,178967,Agatha,Otolaryngolog,male,nurse,17618579002,9000
297,187365,Industrious,General Surgery,female,doctor,13830403223,33000
298,128267,Seeds,Pediatrics,female,doctor,13632305953,39000
299,121307,Julie,Pediatrics,female,nurse,13146754749,5000
300,183434,Hayley,Pediatrics,female,doctor,17628158574,50000
301,144997,Vincent,Gastroenterology,female,nurse,17536428808,7000
302,130269,Darell,Burns,female,nurse,18379517453,10000
303,133405,Kerwin,Hepatological Surgery,male,nurse,13191270412,5000
304,145549,Darian,Hepatological Surgery,male,doctor,13186400243,43000
305,160941,Lion-like,Urinary Surgery,male,doctor,18306971977,48000
306,131108,Lincoln,Orthopedics,female,nurse,17563678932,6000
307,177180,Gale,Pediatrics,female,doctor,18758475166,16000
308,117316,Wayne,Orthopedics,male,doctor,18311368057,13000
309,158767,Sarah,Cardiology,male,nurse,13143786954,8000
310,181288,Astrid,Otolaryngolog,female,doctor,17696629403,45000
311,136093,Una,General Surgery,female,nurse,18820413575,5000
312,166848,Myrtle,Hematology,female,doctor,13613659941,49000
313,120108,Jacob,Endocrinology,female,nurse,17520846860,7000
314,175932,Sea,Pediatrics,male,doctor,17581840795,12000
315,100986,Plains,Infection,female,nurse,17672712285,9000
316,142139,Karena,Urologic,male,nurse,17568204736,7000
317,119896,Jasper,Pediatrics,female,doctor,13658467184,21000
318,142650,Heath,Burns,male,doctor,13979639287,24000
319,148428,Giles,Infection,female,nurse,13195509653,7000
320,189437,Myra,Urinary Surgery,female,nurse,13975677138,6000
321,102005,Hilda,Urologic,male,nurse,18837603380,7000
322,133299,Hector,Urinary Surgery,male,doctor,13667429080,14000
323,145339,Dora,Hematology,female,nurse,13646305555,5000
324,122321,Edwina,Gastroenterology,female,nurse,13860858430,8000
325,187215,Leah,Stomatology,female,doctor,17561974633,33000
326,103151,Homer,Urologic,female,doctor,18881712225,40000
327,104496,Eugenia,Gynecology,male,nurse,13985657170,8000
328,101533,Serpent,Hepatological Surgery,female,doctor,13183348941,23000
329,116428,Montgomery,Urinary Surgery,male,doctor,17545841890,38000
330,124697,Kit,Pediatrics,female,doctor,18303490899,28000
331,111099,Gaiety,Otolaryngolog,female,nurse,18702027631,6000
332,132574,Eleanor,Urinary Surgery,male,doctor,19086836159,34000
333,121640,Rodney,Neurology,male,doctor,13612191401,24000
334,167773,Timothy,Gastroenterology,female,nurse,18821795003,9000
335,195807,Kacey,Otolaryngolog,female,nurse,18862827367,7000
336,156946,Oliver,Respiratory Medicine,male,nurse,13653042182,8000
337,178615,Powerful,Stomatology,female,doctor,13191449947,16000
338,125343,Prudent,Dermatology,female,nurse,13683483012,6000
339,195013,Fergus,Gynecology,male,nurse,17500167089,7000
340,175997,Song-Thrush,Cardiology,female,nurse,13698833183,5000
341,184262,Sapphire,Endocrinology,female,nurse,13862344278,6000
342,100804,Iris,Hematology,male,doctor,13179895957,46000
343,110046,Megan,Neurology,female,nurse,17539869307,8000
344,132029,Kenway,Dermatology,male,doctor,17633523597,24000
345,154429,Julia,Obstetrics,male,doctor,17572016204,22000
346,177898,Blanche,Gynecology,female,doctor,13142224656,42000
347,181369,Harley,Neurology,male,nurse,18367080628,9000
348,147887,Magdalene,Stomatology,female,doctor,17651745833,43000
349,151959,Gale,Urinary Surgery,male,doctor,13112815599,48000
350,148766,Owen,General Surgery,female,doctor,13976975497,36000
351,158812,Willette,Endocrinology,female,doctor,13654055015,50000
352,190773,Daniel,Gynecology,female,nurse,17547256116,5000
353,138246,Kiefer,Pediatrics,female,doctor,19091511050,30000
354,182094,Simona,Obstetrics,female,nurse,18703680649,9000
355,131617,Eda,Cardiology,male,doctor,17504355013,43000
356,162955,Elaine,Neurology,male,nurse,17665233256,6000
357,157083,Daphne,Dermatology,male,nurse,13689538992,6000
358,148660,Zelene,Obstetrics,female,nurse,13836646168,8000
359,196827,Walton,Gynecology,male,nurse,18758869902,6000
360,130653,Frasier,Burns,female,nurse,18846717457,5000
361,113919,Miriam,Cardiology,male,nurse,13969269270,5000
362,140657,Sharp,Respiratory Medicine,male,nurse,13807650487,6000
363,110903,Wendy,Respiratory Medicine,female,doctor,19084105462,29000
364,197263,Wanda,Burns,female,nurse,17503633082,7000
365,177815,Fleming,Hematology,male,nurse,17508490932,5000
366,139456,Honey,General Surgery,female,nurse,17531369939,9000
367,179884,Orson,Cardiology,female,nurse,18385356961,5000
368,110101,Anne,Infection,male,nurse,18316735859,10000
369,189532,Egan,General Surgery,male,nurse,13947817986,9000
370,114644,Des,Neurology,male,doctor,17619610299,22000
371,154968,Elsie,Neurology,male,nurse,18794005049,9000
372,190961,Stephen,Pediatrics,female,nurse,17520584028,5000
373,198655,Kirby,Infection,female,nurse,13614878640,10000
374,167524,Patricia,Orthopedics,female,doctor,17647261612,48000
375,129037,Larina,Neurology,female,nurse,13832961158,8000
376,176434,Gerret,Urologic,male,nurse,17510230578,8000
377,128083,Jocelyn,Neurosurgery,male,nurse,18729901613,5000
378,195081,Heroine,Endocrinology,male,nurse,17640833251,8000
379,113426,Elliott,Dermatology,male,nurse,17541157486,5000
380,150310,Lamont,Hepatological Surgery,male,doctor,19010654554,12000
381,196675,Free,Gynecology,female,nurse,17587346290,10000
382,114095,Wealthy,Urologic,male,nurse,13944388178,6000
383,187441,Pleasure,Burns,male,nurse,17513192340,5000
384,187484,Fresh,Neurology,male,doctor,18803175459,20000
385,168278,Phyllis,Dermatology,male,nurse,13911612284,6000
386,189967,Larissa,Hematology,female,nurse,17664490098,9000
387,135766,Respected,Neurology,female,doctor,17510284546,41000
388,158791,Pledge,Obstetrics,male,doctor,18799299929,23000
389,119106,Martha,Respiratory Medicine,female,doctor,17666251971,16000
390,163740,Champion,Gastroenterology,male,doctor,17677689960,33000
391,138525,Honor,Dermatology,male,doctor,17605578322,12000
392,131004,Vivianne,Urologic,male,nurse,17612109741,6000
393,152764,Jack,Cardiology,male,nurse,13122541527,5000
394,181474,Geneva,Cardiology,female,doctor,18343447372,32000
395,159076,Fawn,Burns,female,nurse,18388610504,6000
396,171386,Gloria,Stomatology,female,doctor,18324634574,35000
397,110701,Vivian,Pediatrics,female,nurse,18791986116,9000
398,142145,Felix,Orthopedics,female,doctor,18861724728,32000
399,144240,Odette,Urinary Surgery,female,nurse,18786276756,8000
400,193623,Kendall,Hematology,male,nurse,13994376710,7000
401,177682,Bernadette,Infection,female,doctor,19040207904,50000
402,199885,Jane,Endocrinology,female,doctor,13665628402,40000
403,109022,Lilly,Orthopedics,male,nurse,18881133645,9000
404,124918,Regina,Infection,male,nurse,13679373429,7000
405,196655,Nola,Cardiology,male,doctor,13193617079,40000
406,123437,Anita,Cardiology,female,nurse,13877824632,9000
407,191639,Melvina,Burns,male,nurse,18360677190,7000
408,155514,Brooke,Hepatological Surgery,male,nurse,18798526536,9000
409,169653,Kingsley,Gastroenterology,female,nurse,19043809420,8000
410,137546,Spring-like,Gynecology,male,doctor,17666203400,35000
411,110021,Graceful,Gastroenterology,male,nurse,17596044106,5000
412,170306,Rejoicing,Orthopedics,female,doctor,18862733682,12000
413,144667,Eddie,General Surgery,female,doctor,13874910090,41000
414,110072,Mavis,Burns,male,doctor,13166141691,22000
415,175717,Sparkling,Obstetrics,male,nurse,18800098841,8000
416,177681,Peggy,Burns,male,nurse,13867303292,6000
417,187884,Patriotic,Hematology,female,nurse,17548892064,5000
418,145784,Gifford,Stomatology,male,doctor,18881913800,29000
419,192086,Fergal,Orthopedics,male,doctor,17583870836,27000
420,133800,Sloane,Obstetrics,female,doctor,13141745454,28000
421,148242,Ida,Infection,female,doctor,17555580223,49000
422,123547,Darlene,Dermatology,male,nurse,17652914800,5000
423,117334,Stuart,Pediatrics,female,doctor,18363516339,39000
424,151436,Matilda,Obstetrics,female,doctor,19055529536,25000
425,119552,Precious,Urinary Surgery,male,nurse,18762763383,8000
426,157912,Ruler,Dermatology,female,nurse,13108874392,8000
427,184375,Todd,Burns,female,doctor,13940263083,43000
428,187715,Samson,Cardiology,female,doctor,18775802219,26000
429,130519,Dominic,Gastroenterology,male,nurse,13861739865,7000
430,188360,Georgiana,General Surgery,male,doctor,18785678000,39000
431,129306,Janet,Orthopedics,male,nurse,19061322068,5000
432,106989,Silas,Gynecology,female,doctor,17687233173,28000
433,174987,Doyle,Urologic,female,nurse,13910614078,7000
434,171820,Jesse,Pediatrics,male,nurse,17582600611,6000
435,182814,Nessa,Neurology,female,nurse,18701396490,9000
436,148292,Half-Dane,Cardiology,male,doctor,18362668159,30000
437,140651,Mariner,Neurology,female,nurse,13961140913,8000
438,116630,Sigmund,Urologic,female,doctor,18710988290,21000
439,110476,Dean,Neurosurgery,female,doctor,13939100738,17000
440,102438,Nigel,Pediatrics,female,nurse,17593709814,9000
441,136672,Eric,Orthopedics,female,doctor,13889808269,37000
442,175541,Beryl,General Surgery,female,nurse,18385771404,5000
443,178369,Nessia,Obstetrics,male,nurse,13908282414,6000
444,121342,Thalia,Neurology,female,nurse,18345697654,5000
445,160370,Nerissa,Burns,male,nurse,13122382378,7000
446,134099,Kara,Stomatology,male,nurse,13681425697,8000
447,105182,Evelyn,Urologic,male,nurse,18845089958,9000
448,130772,Liza,Neurosurgery,male,doctor,17659770036,24000
449,196172,Maisie,Otolaryngolog,male,nurse,13993479314,5000
450,165926,Ferris,Neurology,female,nurse,13831297933,8000
451,146014,Griswold,Stomatology,male,nurse,19076084624,8000
452,133670,Brigid,Infection,male,nurse,19027593687,6000
453,169747,Dillon,Respiratory Medicine,female,nurse,18834963641,7000
454,116661,Wonderful,Otolaryngolog,female,doctor,18784189372,45000
455,191887,Halden,Orthopedics,female,nurse,13990367896,10000
456,161090,Grover,Neurosurgery,female,nurse,18317573963,9000
457,160093,Lucia,Endocrinology,female,nurse,18879686431,7000
